Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	modulation by symbiont of host defense response (GO:0052031)	2/7	6.599613e-03	4.842934e-02	0	0	2.157033e+01	1.082991e+02	MRC1;B2M
GO_Biological_Process_2021	negative regulation of acute inflammatory response (GO:0002674)	2/7	6.599613e-03	4.842934e-02	0	0	2.157033e+01	1.082991e+02	NLRP3;FCGR2B
GO_Biological_Process_2021	peptide transport (GO:0015833)	2/7	6.599613e-03	4.842934e-02	0	0	2.157033e+01	1.082991e+02	CD209;TAP1
GO_Biological_Process_2021	positive regulation of T-helper 17 cell differentiation (GO:2000321)	2/7	6.599613e-03	4.842934e-02	0	0	2.157033e+01	1.082991e+02	NFKBIZ;IL12RB1
GO_Biological_Process_2021	cellular response to lipopolysaccharide (GO:0071222)	7/120	6.611132e-03	4.842934e-02	0	0	3.368428e+00	1.690614e+01	CD274;CXCL10;CXCL9;CCL5;NLRP3;NR1H3;PTPN22
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	6/92	6.872999e-03	5.017754e-02	0	0	3.788372e+00	1.886668e+01	EPHA7;PTPRC;IL15;ITGB2;HCLS1;SAMSN1
GO_Biological_Process_2021	positive regulation of cell death (GO:0010942)	5/66	7.165720e-03	5.173917e-02	0	0	4.444167e+00	2.194728e+01	ITGAM;TYROBP;ITGB2;AKR1C3;FCGR2B
GO_Biological_Process_2021	cell projection assembly (GO:0030031)	3/22	7.230555e-03	5.173917e-02	0	0	8.531970e+00	4.205783e+01	PARVG;RAC2;NCKAP1L
GO_Biological_Process_2021	regulation of platelet activation (GO:0010543)	3/22	7.230555e-03	5.173917e-02	0	0	8.531970e+00	4.205783e+01	FCER1G;PLEK;PRKCQ
GO_Biological_Process_2021	natural killer cell mediated cytotoxicity (GO:0042267)	3/22	7.230555e-03	5.173917e-02	0	0	8.531970e+00	4.205783e+01	KLRK1;GZMB;CORO1A
GO_Biological_Process_2021	positive regulation of granulocyte chemotaxis (GO:0071624)	3/22	7.230555e-03	5.173917e-02	0	0	8.531970e+00	4.205783e+01	RAC2;XCL1;NCKAP1L
GO_Biological_Process_2021	positive regulation of neutrophil migration (GO:1902624)	3/22	7.230555e-03	5.173917e-02	0	0	8.531970e+00	4.205783e+01	RAC2;XCL1;NCKAP1L
GO_Biological_Process_2021	natural killer cell activation (GO:0030101)	4/43	7.759965e-03	5.534417e-02	0	0	5.551778e+00	2.697485e+01	CD2;KLRK1;PTPRC;TOX
GO_Biological_Process_2021	fatty acid metabolic process (GO:0006631)	7/124	7.866936e-03	5.592253e-02	0	0	3.252601e+00	1.575913e+01	ACSM3;ALOX5;ACSL5;PPARG;PPARGC1A;CRAT;ACOT4
GO_Biological_Process_2021	positive regulation of natural killer cell mediated immunity (GO:0002717)	3/23	8.203887e-03	5.801660e-02	0	0	8.104959e+00	3.892931e+01	KLRK1;CRTAM;HLA-F
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	9/189	8.215215e-03	5.801660e-02	0	0	2.724650e+00	1.308313e+01	ARHGAP9;CCL13;KLRK1;CCL8;RGS1;CCL5;XCL2;XCL1;CCL18
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	HLA-F;B2M
GO_Biological_Process_2021	regulation of alpha-beta T cell proliferation (GO:0046640)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	IRF1;CCR2
GO_Biological_Process_2021	regulation of interleukin-18 production (GO:0032661)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	GBP5;CD84
GO_Biological_Process_2021	regulation of lymphocyte apoptotic process (GO:0070228)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	CD274;JAK3
GO_Biological_Process_2021	regulation of osteoclast development (GO:2001204)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	TYROBP;FBN1
GO_Biological_Process_2021	immunological synapse formation (GO:0001771)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	PRF1;CORO1A
GO_Biological_Process_2021	tyrosine phosphorylation of STAT protein (GO:0007260)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	IL15;JAK3
GO_Biological_Process_2021	natural killer cell differentiation (GO:0001779)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	PTPRC;TOX
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	CD274;XCL1
GO_Biological_Process_2021	negative regulation of microglial cell activation (GO:1903979)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	PTPRC;CST7
GO_Biological_Process_2021	positive regulation of epithelial cell proliferation involved in wound healing (GO:0060054)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	MMP12;JAML
GO_Biological_Process_2021	positive regulation of glial cell migration (GO:1903977)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	P2RY12;CCR2
GO_Biological_Process_2021	positive regulation of isomerase activity (GO:0010912)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	ITGAM;ITGB2
GO_Biological_Process_2021	positive regulation of T-helper 2 cell cytokine production (GO:2000553)	2/8	8.693521e-03	5.870844e-02	0	0	1.797436e+01	8.529152e+01	NLRP3;XCL1
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	6/97	8.832136e-03	5.945871e-02	0	0	3.579304e+00	1.692781e+01	CCR1;CCL13;CCL8;CCL5;ATP13A5;CCR2
GO_Biological_Process_2021	positive regulation of chemotaxis (GO:0050921)	4/45	9.105794e-03	6.111063e-02	0	0	5.280420e+00	2.481187e+01	P2RY12;XCL1;AIF1;CCR2
GO_Biological_Process_2021	immune response-activating cell surface receptor signaling pathway (GO:0002429)	3/24	9.250547e-03	6.113282e-02	0	0	7.718615e+00	3.614683e+01	FCER1G;FPR3;SLA2
GO_Biological_Process_2021	long-chain fatty-acyl-CoA metabolic process (GO:0035336)	3/24	9.250547e-03	6.113282e-02	0	0	7.718615e+00	3.614683e+01	ELOVL5;ACSL5;FAR2
GO_Biological_Process_2021	lymphocyte activation involved in immune response (GO:0002285)	3/24	9.250547e-03	6.113282e-02	0	0	7.718615e+00	3.614683e+01	GPR183;LCP1;CD1C
GO_Biological_Process_2021	wound healing, spreading of cells (GO:0044319)	3/24	9.250547e-03	6.113282e-02	0	0	7.718615e+00	3.614683e+01	MMP12;CEACAM1;LCP1
GO_Biological_Process_2021	positive regulation of neuron apoptotic process (GO:0043525)	3/24	9.250547e-03	6.113282e-02	0	0	7.718615e+00	3.614683e+01	EPHA7;ITGAM;TYROBP
GO_Biological_Process_2021	myeloid leukocyte differentiation (GO:0002573)	5/71	9.697972e-03	6.389426e-02	0	0	4.106438e+00	1.903678e+01	TYROBP;IL15;UBD;GPR183;PPARG
GO_Biological_Process_2021	erythrocyte differentiation (GO:0030218)	4/46	9.832207e-03	6.438606e-02	0	0	5.154433e+00	2.382426e+01	HCLS1;NCKAP1L;IKZF1;JAK3
GO_Biological_Process_2021	negative regulation of tumor necrosis factor production (GO:0032720)	4/46	9.832207e-03	6.438606e-02	0	0	5.154433e+00	2.382426e+01	CLEC4A;NLRC3;PTPN22;HAVCR2
GO_Biological_Process_2021	Fc-gamma receptor signaling pathway (GO:0038094)	5/72	1.026949e-02	6.704640e-02	0	0	4.044941e+00	1.852008e+01	FGR;FCER1G;FCGR2A;NCKAP1L;FCGR2B
GO_Biological_Process_2021	regulation of neutrophil chemotaxis (GO:0090022)	3/25	1.037161e-02	6.721848e-02	0	0	7.367393e+00	3.365928e+01	RAC2;XCL1;NCKAP1L
GO_Biological_Process_2021	negative regulation of sequestering of calcium ion (GO:0051283)	3/25	1.037161e-02	6.721848e-02	0	0	7.367393e+00	3.365928e+01	PTPRC;LCK;XCL1
GO_Biological_Process_2021	apoptotic process (GO:0006915)	10/231	1.038916e-02	6.721848e-02	0	0	2.467461e+00	1.126888e+01	CD2;IFI27;IRF1;GZMA;ITGB2;PRF1;MAL;NLRP3;GZMB;GZMH
GO_Biological_Process_2021	positive regulation of cell-cell adhesion (GO:0022409)	4/47	1.059520e-02	6.834696e-02	0	0	5.034306e+00	2.289277e+01	ADAM19;LCK;CCL5;CD3E
GO_Biological_Process_2021	epithelial cell differentiation (GO:0030855)	6/101	1.066468e-02	6.859040e-02	0	0	3.427895e+00	1.556545e+01	KRT4;DHRS9;ERBB4;AKR1C1;AKR1C2;PPARG
GO_Biological_Process_2021	complement activation, classical pathway (GO:0006958)	2/9	1.104299e-02	6.998212e-02	0	0	1.540581e+01	6.941795e+01	C1QB;C1QC
GO_Biological_Process_2021	short-chain fatty acid metabolic process (GO:0046459)	2/9	1.104299e-02	6.998212e-02	0	0	1.540581e+01	6.941795e+01	CRAT;ACOT4
GO_Biological_Process_2021	negative regulation of lipase activity (GO:0060192)	2/9	1.104299e-02	6.998212e-02	0	0	1.540581e+01	6.941795e+01	ANGPTL4;PLIN5
GO_Biological_Process_2021	negative regulation of T cell cytokine production (GO:0002725)	2/9	1.104299e-02	6.998212e-02	0	0	1.540581e+01	6.941795e+01	XCL1;HLA-F
GO_Biological_Process_2021	positive regulation of B cell differentiation (GO:0045579)	2/9	1.104299e-02	6.998212e-02	0	0	1.540581e+01	6.941795e+01	CD27;NCKAP1L
GO_Biological_Process_2021	calcium-mediated signaling (GO:0019722)	6/102	1.116192e-02	7.052896e-02	0	0	3.392014e+00	1.524794e+01	CCR1;P2RY12;PTPRC;CXCR6;PPP1R9A;CCR2
GO_Biological_Process_2021	proteolysis involved in cellular protein catabolic process (GO:0051603)	5/74	1.148088e-02	7.191358e-02	0	0	3.927295e+00	1.754351e+01	GZMA;GZMB;CTSW;ADAMTS12;CTSS
GO_Biological_Process_2021	regulation of cytokine-mediated signaling pathway (GO:0001959)	5/74	1.148088e-02	7.191358e-02	0	0	3.927295e+00	1.754351e+01	PTPRC;STAT1;AGPAT1;USP18;BIRC3
GO_Biological_Process_2021	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	5/74	1.148088e-02	7.191358e-02	0	0	3.927295e+00	1.754351e+01	FGR;FCER1G;FCGR2A;NCKAP1L;FCGR2B
GO_Biological_Process_2021	mononuclear cell differentiation (GO:1903131)	3/26	1.156801e-02	7.204172e-02	0	0	7.046712e+00	3.142489e+01	IRF8;PPARG;IKZF1
GO_Biological_Process_2021	positive regulation of interleukin-2 production (GO:0032743)	3/26	1.156801e-02	7.204172e-02	0	0	7.046712e+00	3.142489e+01	PTPRC;CD28;CCR2
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	7/134	1.176742e-02	7.307298e-02	0	0	2.994955e+00	1.330485e+01	PTPRC;IL15;ERBB4;CCL5;HCLS1;PARP14;PARP9
GO_Biological_Process_2021	integrin-mediated signaling pathway (GO:0007229)	5/75	1.212156e-02	7.505640e-02	0	0	3.870993e+00	1.708180e+01	FGR;CEACAM1;FYB1;ITGB2;PLEK
GO_Biological_Process_2021	receptor internalization (GO:0031623)	4/49	1.223353e-02	7.510412e-02	0	0	4.810068e+00	2.118149e+01	CEACAM1;FCER1G;MX2;ITGB2
GO_Biological_Process_2021	regulation of interferon-beta production (GO:0032648)	4/49	1.223353e-02	7.510412e-02	0	0	4.810068e+00	2.118149e+01	IRF1;OAS3;NLRC3;TLR3
GO_Biological_Process_2021	regulation of smooth muscle cell proliferation (GO:0048660)	4/49	1.223353e-02	7.510412e-02	0	0	4.810068e+00	2.118149e+01	STAT1;CCL5;PPARG;AIF1
GO_Biological_Process_2021	cellular response to hormone stimulus (GO:0032870)	5/76	1.278607e-02	7.772676e-02	0	0	3.816277e+00	1.663668e+01	AKR1C1;AKR1C3;AKR1C2;ATP1A2;CTSS
GO_Biological_Process_2021	regulation of toll-like receptor signaling pathway (GO:0034121)	3/27	1.284056e-02	7.772676e-02	0	0	6.752755e+00	2.940923e+01	IRF1;TLR3;BIRC3
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol (GO:0051209)	3/27	1.284056e-02	7.772676e-02	0	0	6.752755e+00	2.940923e+01	PTPRC;LCK;XCL1
GO_Biological_Process_2021	positive regulation of calcium ion transmembrane transport (GO:1904427)	3/27	1.284056e-02	7.772676e-02	0	0	6.752755e+00	2.940923e+01	CXCL10;CXCL9;XCL1
GO_Biological_Process_2021	positive regulation of toll-like receptor signaling pathway (GO:0034123)	3/27	1.284056e-02	7.772676e-02	0	0	6.752755e+00	2.940923e+01	NR1H3;PTPN22;TLR3
GO_Biological_Process_2021	positive regulation of type I interferon production (GO:0032481)	5/77	1.347478e-02	7.922515e-02	0	0	3.763081e+00	1.620735e+01	STAT1;IRF1;OAS3;PTPN22;TLR3
GO_Biological_Process_2021	protein poly-ADP-ribosylation (GO:0070212)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	PARP14;PARP9
GO_Biological_Process_2021	regulation of cell-cell adhesion mediated by integrin (GO:0033632)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	CCL5;CD3E
GO_Biological_Process_2021	cellular response to interleukin-4 (GO:0071353)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	XCL1;JAK3
GO_Biological_Process_2021	cellular response to prostaglandin stimulus (GO:0071379)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	AKR1C3;AKR1C2
GO_Biological_Process_2021	regulation of T-helper 17 type immune response (GO:2000316)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	PRKCQ;IL12RB1
GO_Biological_Process_2021	granulocyte activation (GO:0036230)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	IL15;CCL5
GO_Biological_Process_2021	response to interleukin-4 (GO:0070670)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	XCL1;JAK3
GO_Biological_Process_2021	toxin transport (GO:1901998)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	RAB29;ANTXR2
GO_Biological_Process_2021	modulation by symbiont of host process (GO:0044003)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	MRC1;B2M
GO_Biological_Process_2021	negative regulation of alpha-beta T cell proliferation (GO:0046642)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	CD274;XCL1
GO_Biological_Process_2021	negative regulation of cholesterol storage (GO:0010887)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	NR1H3;PPARG
GO_Biological_Process_2021	negative regulation of lymphocyte apoptotic process (GO:0070229)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	CCL5;PRKCQ
GO_Biological_Process_2021	positive regulation of T cell apoptotic process (GO:0070234)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	CD274;CCL5
GO_Biological_Process_2021	positive regulation of toll-like receptor 4 signaling pathway (GO:0034145)	2/10	1.363802e-02	7.922515e-02	0	0	1.347940e+01	5.789257e+01	NR1H3;PTPN22
GO_Biological_Process_2021	blood circulation (GO:0008015)	4/51	1.402566e-02	8.125859e-02	0	0	4.604914e+00	1.964855e+01	CXCL10;STAT1;XCL2;F5
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	5/78	1.418807e-02	8.155440e-02	0	0	3.711342e+00	1.579307e+01	CXCL10;STAT1;ALOX5;PPARG;CCR2
GO_Biological_Process_2021	regulation of immunoglobulin production (GO:0002637)	3/28	1.418994e-02	8.155440e-02	0	0	6.482314e+00	2.758369e+01	SASH3;PTPRC;FCGR2B
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway (GO:0051482)	3/28	1.418994e-02	8.155440e-02	0	0	6.482314e+00	2.758369e+01	P2RY8;P2RY10;GPR65
GO_Biological_Process_2021	negative regulation of NF-kappaB transcription factor activity (GO:0032088)	5/79	1.492630e-02	8.555896e-02	0	0	3.661002e+00	1.539316e+01	AIM2;NLRC5;NLRP3;NLRC3;HAVCR2
GO_Biological_Process_2021	regulation of fatty acid biosynthetic process (GO:0042304)	3/29	1.561670e-02	8.880969e-02	0	0	6.232676e+00	2.592429e+01	CEACAM1;ELOVL5;NR1H3
GO_Biological_Process_2021	transition metal ion homeostasis (GO:0055076)	3/29	1.561670e-02	8.880969e-02	0	0	6.232676e+00	2.592429e+01	TF;TMC8;B2M
GO_Biological_Process_2021	negative regulation of interferon-gamma production (GO:0032689)	3/29	1.561670e-02	8.880969e-02	0	0	6.232676e+00	2.592429e+01	CD274;XCL1;HAVCR2
GO_Biological_Process_2021	regulation of NIK/NF-kappaB signaling (GO:1901222)	5/80	1.568980e-02	8.899123e-02	0	0	3.612004e+00	1.500695e+01	NLRP3;CD27;PTPN22;NLRC3;TLR3
GO_Biological_Process_2021	regulation of interleukin-6 production (GO:0032675)	6/110	1.574344e-02	8.906172e-02	0	0	3.129808e+00	1.299287e+01	TYROBP;NCKAP1L;PTPN22;NLRC3;AIF1;TLR3
GO_Biological_Process_2021	regulation of immune effector process (GO:0002697)	4/53	1.597605e-02	8.925052e-02	0	0	4.416507e+00	1.826961e+01	C1QB;FCGR2B;CFB;C1QC
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	12/322	1.601035e-02	8.925052e-02	0	0	2.113067e+00	8.736519e+00	ZC3H12D;CCR1;CLEC4A;SRGN;CD28;GZMB;PTPN22;PARP14;CD3E;PARP9;FCGR2B;HAVCR2
GO_Biological_Process_2021	negative regulation of DNA-binding transcription factor activity (GO:0043433)	7/143	1.632997e-02	8.925052e-02	0	0	2.795469e+00	1.150267e+01	EOMES;AIM2;NLRC5;NLRP3;XCL1;NLRC3;HAVCR2
GO_Biological_Process_2021	Fc-epsilon receptor signaling pathway (GO:0038095)	6/111	1.639532e-02	8.925052e-02	0	0	3.099841e+00	1.274270e+01	PSMA5;ITK;FCER1G;PRKCQ;LCP2;PSMB9
GO_Biological_Process_2021	regulation of biosynthetic process (GO:0009889)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	ALOX5;THRSP
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	CD274;XCL1
GO_Biological_Process_2021	cellular response to interleukin-2 (GO:0071352)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	IL2RG;JAK3
GO_Biological_Process_2021	regulation of T-helper 2 cell cytokine production (GO:2000551)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	NLRP3;XCL1
GO_Biological_Process_2021	humoral immune response mediated by circulating immunoglobulin (GO:0002455)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	C1QB;C1QC
GO_Biological_Process_2021	interleukin-2-mediated signaling pathway (GO:0038110)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	IL2RG;JAK3
GO_Biological_Process_2021	T cell homeostasis (GO:0043029)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	NCKAP1L;JAK3
GO_Biological_Process_2021	negative regulation of activated T cell proliferation (GO:0046007)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	CD274;CRTAM
GO_Biological_Process_2021	positive regulation of cellular extravasation (GO:0002693)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	CCR2;ICAM1
GO_Biological_Process_2021	positive regulation of integrin activation (GO:0033625)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	P2RY12;PLEK
GO_Biological_Process_2021	positive regulation of myelination (GO:0031643)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	ITGAX;CST7
GO_Biological_Process_2021	positive regulation of triglyceride biosynthetic process (GO:0010867)	2/11	1.646888e-02	8.925052e-02	0	0	1.198107e+01	4.919768e+01	NR1H3;PLIN5
GO_Biological_Process_2021	phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	5/81	1.647893e-02	8.925052e-02	0	0	3.564295e+00	1.463383e+01	P2RY8;P2RY12;P2RY10;GPR65;FPR3
GO_Biological_Process_2021	negative regulation of immune response (GO:0050777)	8/178	1.698867e-02	9.158195e-02	0	0	2.558528e+00	1.042653e+01	FGR;CD163;FCGR2A;NLRC3;FCGR2B;SAMSN1;CCR2;HAVCR2
GO_Biological_Process_2021	regulation of humoral immune response (GO:0002920)	4/54	1.701186e-02	9.158195e-02	0	0	4.327956e+00	1.763142e+01	C1QB;FCGR2B;CFB;C1QC
GO_Biological_Process_2021	Fc receptor signaling pathway (GO:0038093)	6/112	1.706559e-02	9.158195e-02	0	0	3.070440e+00	1.249881e+01	PSMA5;ITK;FCER1G;PRKCQ;LCP2;PSMB9
GO_Biological_Process_2021	regulation of natural killer cell mediated cytotoxicity (GO:0042269)	3/30	1.712129e-02	9.158195e-02	0	0	6.001530e+00	2.441082e+01	KLRK1;CRTAM;HLA-F
GO_Biological_Process_2021	heterotypic cell-cell adhesion (GO:0034113)	3/30	1.712129e-02	9.158195e-02	0	0	6.001530e+00	2.441082e+01	CD2;ITGB2;ITGAX
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	5/83	1.813534e-02	9.676659e-02	0	0	3.472548e+00	1.392454e+01	GBP5;AIM2;TYROBP;NLRP3;MNDA
GO_Biological_Process_2021	negative regulation of interleukin-6 production (GO:0032715)	3/31	1.870405e-02	9.906730e-02	0	0	5.786895e+00	2.302614e+01	NLRC3;PTPN22;NCKAP1L
GO_Biological_Process_2021	negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	3/31	1.870405e-02	9.906730e-02	0	0	5.786895e+00	2.302614e+01	PTPRC;PARP14;SAMSN1
GO_Biological_Process_2021	positive regulation of Rho protein signal transduction (GO:0035025)	3/31	1.870405e-02	9.906730e-02	0	0	5.786895e+00	2.302614e+01	P2RY8;P2RY10;GPR65
GO_Biological_Process_2021	cellular response to molecule of bacterial origin (GO:0071219)	6/115	1.918901e-02	1.012348e-01	0	0	2.985474e+00	1.180283e+01	CD274;CXCL10;CXCL9;NLRP3;NR1H3;FCGR2B
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	4/56	1.920698e-02	1.012348e-01	0	0	4.161071e+00	1.644656e+01	FGR;LCK;ERBB4;JAK3
GO_Biological_Process_2021	protein mono-ADP-ribosylation (GO:0140289)	2/12	1.952612e-02	1.014326e-01	0	0	1.078242e+01	4.243962e+01	PARP14;PARP9
GO_Biological_Process_2021	actin crosslink formation (GO:0051764)	2/12	1.952612e-02	1.014326e-01	0	0	1.078242e+01	4.243962e+01	LCP1;AIF1
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	2/12	1.952612e-02	1.014326e-01	0	0	1.078242e+01	4.243962e+01	NCKAP1L;RUNX3
GO_Biological_Process_2021	regulation of natural killer cell activation (GO:0032814)	2/12	1.952612e-02	1.014326e-01	0	0	1.078242e+01	4.243962e+01	TYROBP;PTPN22
GO_Biological_Process_2021	negative regulation of heart contraction (GO:0045822)	2/12	1.952612e-02	1.014326e-01	0	0	1.078242e+01	4.243962e+01	ATP1A2;PIK3CG
GO_Biological_Process_2021	positive regulation of fatty acid oxidation (GO:0046321)	2/12	1.952612e-02	1.014326e-01	0	0	1.078242e+01	4.243962e+01	PPARGC1A;PLIN5
GO_Biological_Process_2021	regulation of chemotaxis (GO:0050920)	3/32	2.036521e-02	1.050340e-01	0	0	5.587062e+00	2.175561e+01	P2RY12;GPR183;AIF1
GO_Biological_Process_2021	regulation of intracellular protein transport (GO:0033157)	3/32	2.036521e-02	1.050340e-01	0	0	5.587062e+00	2.175561e+01	IFI27;RAB29;LCP1
GO_Biological_Process_2021	positive regulation of interleukin-10 production (GO:0032733)	3/32	2.036521e-02	1.050340e-01	0	0	5.587062e+00	2.175561e+01	CD274;CD28;XCL1
GO_Biological_Process_2021	negative regulation of response to external stimulus (GO:0032102)	6/118	2.148593e-02	1.105502e-01	0	0	2.905060e+00	1.115647e+01	TNFAIP6;ALOX5;NLRP3;NR1H3;PPARG;NLRC3
GO_Biological_Process_2021	negative regulation of angiogenesis (GO:0016525)	5/87	2.176943e-02	1.117428e-01	0	0	3.302480e+00	1.263941e+01	CXCL10;STAT1;ALOX5;PPARG;CCR2
GO_Biological_Process_2021	apoptotic cell clearance (GO:0043277)	3/33	2.210491e-02	1.123970e-01	0	0	5.400551e+00	2.058666e+01	TYROBP;RAC2;NR1H3
GO_Biological_Process_2021	regulation of interleukin-17 production (GO:0032660)	3/33	2.210491e-02	1.123970e-01	0	0	5.400551e+00	2.058666e+01	IL15;NCKAP1L;PRKCQ
GO_Biological_Process_2021	positive regulation of cytokine production involved in immune response (GO:0002720)	3/33	2.210491e-02	1.123970e-01	0	0	5.400551e+00	2.058666e+01	XCL1;HLA-F;B2M
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	3/33	2.210491e-02	1.123970e-01	0	0	5.400551e+00	2.058666e+01	ERBB4;CCL5;IL10RA
GO_Biological_Process_2021	alpha-linolenic acid metabolic process (GO:0036109)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	FADS2;ELOVL5
GO_Biological_Process_2021	regulation of antigen receptor-mediated signaling pathway (GO:0050854)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	PTPRC;PTPN22
GO_Biological_Process_2021	regulation of homotypic cell-cell adhesion (GO:0034110)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	CCL5;PRKCQ
GO_Biological_Process_2021	regulation of nucleocytoplasmic transport (GO:0046822)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	IFI27;MX2
GO_Biological_Process_2021	regulation of oxidoreductase activity (GO:0051341)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	GZMA;SLAMF8
GO_Biological_Process_2021	response to iron ion (GO:0010039)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	TF;B2M
GO_Biological_Process_2021	mature B cell differentiation involved in immune response (GO:0002313)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	GPR183;FCGR2B
GO_Biological_Process_2021	negative regulation of macrophage derived foam cell differentiation (GO:0010745)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	NR1H3;PPARG
GO_Biological_Process_2021	positive regulation of fatty acid biosynthetic process (GO:0045723)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	ELOVL5;NR1H3
GO_Biological_Process_2021	positive regulation of transporter activity (GO:0032411)	2/13	2.280056e-02	1.132690e-01	0	0	9.801698e+00	3.705993e+01	NR1H3;SGK2
GO_Biological_Process_2021	second-messenger-mediated signaling (GO:0019932)	5/89	2.375165e-02	1.177232e-01	0	0	3.223519e+00	1.205630e+01	CCR1;P2RY12;CXCR6;PPP1R9A;CCR2
